# Created on 2026-03-19 16:36:39.346334+01:00 (1773934599.346334 s)
# baldaquin version: 0.10.2
# Creator: Pendulum View
# Time4   ADC4   Time5   ADC5
27.804   498   27.829   524
27.855   498   27.881   514
27.905   498   27.931   503
27.956   497   27.982   490
28.007   497   28.032   477
28.058   497   28.083   464
28.108   497   28.134   452
28.159   497   28.185   441
28.209   497   28.235   433
28.260   497   28.286   427
28.311   497   28.336   423
28.362   497   28.387   422
28.412   497   28.438   425
28.463   497   28.489   430
28.513   497   28.539   436
28.565   497   28.590   447
28.615   498   28.640   458
28.666   498   28.692   471
28.716   498   28.742   482
28.767   498   28.793   496
28.818   498   28.843   507
28.869   498   28.894   518
28.919   499   28.945   527
28.970   499   28.996   533
29.020   498   29.046   536
29.072   498   29.097   537
29.122   499   29.147   535
29.173   498   29.198   530
29.223   498   29.249   522
29.274   498   29.300   513
29.324   497   29.350   501
29.376   497   29.401   490
29.426   498   29.451   477
29.477   497   29.503   464
29.527   497   29.553   452
29.578   497   29.604   442
29.629   497   29.654   434
29.680   497   29.705   428
29.730   497   29.756   425
29.781   496   29.807   425
29.831   497   29.857   427
29.883   497   29.908   432
29.933   498   29.958   439
29.984   498   30.009   449
30.034   496   30.060   460
30.085   498   30.111   472
30.135   499   30.161   485
30.187   499   30.212   497
30.237   499   30.262   508
30.288   497   30.314   518
30.338   498   30.364   526
30.389   498   30.415   532
30.440   498   30.465   535
30.491   498   30.516   535
30.541   497   30.567   533
30.592   497   30.618   528
30.642   497   30.668   521
30.694   497   30.719   511
30.744   497   30.769   500
30.795   497   30.820   488
30.845   497   30.871   475
30.896   497   30.922   464
30.946   497   30.972   453
30.998   497   31.023   444
31.048   496   31.073   434
31.099   497   31.125   430
31.149   498   31.175   427
31.200   498   31.226   426
31.251   497   31.276   429
31.302   498   31.327   434
31.352   498   31.378   441
31.403   498   31.429   450
31.453   498   31.479   461
31.505   498   31.530   472
31.555   498   31.580   485
31.606   498   31.632   497
31.656   498   31.682   508
31.707   498   31.733   518
31.757   498   31.783   526
31.809   498   31.834   531
31.859   499   31.884   534
31.910   498   31.936   534
31.960   498   31.986   532
32.011   497   32.037   526
32.062   497   32.087   518
32.113   497   32.138   509
32.163   497   32.189   499
32.214   496   32.240   487
32.264   496   32.290   475
32.316   497   32.341   463
32.366   497   32.391   451
32.417   497   32.443   444
32.467   497   32.493   436
32.518   497   32.544   431
32.568   498   32.594   428
32.620   498   32.645   428
32.670   498   32.695   431
32.721   498   32.747   436
32.771   498   32.797   442
32.822   498   32.848   451
32.873   498   32.898   463
32.924   498   32.949   474
32.974   498   33.000   485
33.025   498   33.051   497
33.075   497   33.101   507
33.127   497   33.152   517
33.177   497   33.202   524
33.228   497   33.254   529
33.278   497   33.304   532
33.329   497   33.355   532
33.379   497   33.405   530
33.431   497   33.456   525
33.481   497   33.506   518
33.532   497   33.558   509
33.582   498   33.608   498
33.633   497   33.659   487
33.685   498   33.709   475
33.735   497   33.760   464
33.786   497   33.811   454
33.836   498   33.862   444
33.887   497   33.912   437
33.938   498   33.963   432
33.989   497   34.013   430
34.039   498   34.065   430
34.090   497   34.115   432
34.140   498   34.166   437
34.192   498   34.216   444
34.242   498   34.267   453
34.293   498   34.317   464
34.343   498   34.369   475
34.394   498   34.419   486
34.444   498   34.470   497
34.496   497   34.520   507
34.546   497   34.571   515
34.597   497   34.622   523
34.647   497   34.673   528
34.698   497   34.723   530
34.749   497   34.774   530
34.800   496   34.824   528
34.850   497   34.876   522
34.901   498   34.926   515
34.951   496   34.977   507
35.003   497   35.027   496
35.053   497   35.078   486
35.104   498   35.128   475
35.154   498   35.180   464
35.205   498   35.230   454
35.255   498   35.281   445
35.307   498   35.331   439
35.357   498   35.382   433
35.408   498   35.433   432
35.458   497   35.484   431
35.509   498   35.534   434
35.560   498   35.585   439
35.611   497   35.635   446
35.661   497   35.687   454
35.712   497   35.737   465
35.762   497   35.788   475
35.814   497   35.838   486
35.864   497   35.889   497
35.915   497   35.939   507
35.965   497   35.991   515
36.016   497   36.041   522
36.066   497   36.092   527
36.118   497   36.142   529
36.168   497   36.193   529
36.219   497   36.244   526
36.269   497   36.295   521
36.320   498   36.345   514
36.371   498   36.396   506
36.422   498   36.446   496
36.472   498   36.498   484
36.523   498   36.548   474
36.573   498   36.599   463
36.625   498   36.649   454
36.675   498   36.700   446
36.726   497   36.750   440
36.776   497   36.802   434
36.827   497   36.853   433
36.877   497   36.903   433
36.929   497   36.954   436
36.979   498   37.004   441
37.030   497   37.056   448
37.080   497   37.106   457
37.131   497   37.157   466
37.182   497   37.207   476
37.233   497   37.258   487
37.283   497   37.309   497
37.334   497   37.360   507
37.384   497   37.410   515
37.436   497   37.461   521
37.486   497   37.511   525
37.537   497   37.563   528
37.587   498   37.613   526
37.638   497   37.664   524
37.688   497   37.714   519
37.740   498   37.765   512
37.790   498   37.815   504
37.841   497   37.867   495
37.891   498   37.917   484
37.942   498   37.968   474
37.993   498   38.018   464
38.044   498   38.069   455
38.094   497   38.120   447
38.145   497   38.171   441
38.195   497   38.221   437
38.247   497   38.272   435
38.297   497   38.322   435
38.348   497   38.374   438
38.398   497   38.424   443
38.449   497   38.475   449
38.499   497   38.525   458
38.551   497   38.576   467
38.601   497   38.626   477
38.652   496   38.678   488
38.702   497   38.728   497
38.753   497   38.779   507
38.804   497   38.829   514
38.855   497   38.880   521
38.905   497   38.931   525
38.956   497   38.982   526
39.006   497   39.032   526
39.058   497   39.083   522
39.108   498   39.133   518
39.159   498   39.185   511
39.209   498   39.235   502
39.260   497   39.286   493
39.310   498   39.336   483
39.362   498   39.387   472
39.412   498   39.437   464
39.463   497   39.489   455
39.513   497   39.539   447
39.564   497   39.590   442
39.615   497   39.640   438
39.666   497   39.691   435
39.716   497   39.742   437
39.767   497   39.793   440
39.817   497   39.843   444
39.869   497   39.894   451
39.919   497   39.944   458
39.970   497   39.996   468
40.020   496   40.046   478
40.071   497   40.097   488
40.121   497   40.147   497
40.173   498   40.198   506
40.223   497   40.248   514
40.274   498   40.300   519
40.324   498   40.350   523
40.375   498   40.401   524
40.426   497   40.451   524
40.477   496   40.502   521
40.528   497   40.553   516
40.578   498   40.604   510
40.629   498   40.654   502
40.680   498   40.705   493
40.731   498   40.755   483
40.781   498   40.807   473
40.832   497   40.857   464
40.882   497   40.908   455
40.934   497   40.958   448
40.984   497   41.009   443
41.035   497   41.059   439
41.085   497   41.111   438
41.136   497   41.161   438
41.186   497   41.212   441
41.238   497   41.262   446
41.288   496   41.313   452
41.339   497   41.364   461
41.389   497   41.415   469
41.440   497   41.465   479
41.491   497   41.516   489
41.542   497   41.566   497
41.592   497   41.618   506
41.643   497   41.668   513
41.693   498   41.719   517
41.745   497   41.769   522
41.795   498   41.820   523
41.846   498   41.870   523
41.896   496   41.922   519
41.947   498   41.972   515
41.997   498   42.023   508
42.049   498   42.073   500
42.099   497   42.124   492
42.150   497   42.175   483
42.200   497   42.226   473
42.251   497   42.276   464
42.302   497   42.327   456
42.353   497   42.377   449
42.403   497   42.429   444
42.454   497   42.479   441
42.504   497   42.530   439
42.556   497   42.580   440
42.606   496   42.631   442
42.657   497   42.681   447
42.707   497   42.733   454
42.758   497   42.783   462
42.808   497   42.834   470
42.860   497   42.884   480
42.910   498   42.935   489
42.961   498   42.986   498
43.011   497   43.037   506
43.062   497   43.087   512
43.113   497   43.138   517
43.164   498   43.188   521
43.214   498   43.240   522
43.265   498   43.290   521
43.315   498   43.341   518
43.367   498   43.391   513
43.417   497   43.442   507
43.468   498   43.492   499
43.518   497   43.544   491
43.569   497   43.595   482
43.619   496   43.645   473
43.671   497   43.696   464
43.721   497   43.746   456
43.772   497   43.798   450
43.822   497   43.848   444
43.873   496   43.899   442
43.924   497   43.949   441
43.975   497   44.000   442
44.025   496   44.051   444
44.076   497   44.102   449
44.126   497   44.152   455
44.178   497   44.203   463
44.228   498   44.253   471
44.279   498   44.305   480
44.329   497   44.355   488
44.380   497   44.406   498
44.430   497   44.456   505
44.482   498   44.507   512
44.532   497   44.557   515
44.583   498   44.609   520
44.633   498   44.659   521
44.684   498   44.710   520
